REW_HYD_PS,2010,2015,2020
1,0.0,0.0,0.0
2,0.0,0.0,0.0
3,0.0,0.0,0.0
4,0.0,0.0,0.0
5,0.0,0.0,0.0
6,0.0,0.0,0.0
7,0.0,0.0,0.0
8,95.0,47.5,0.0
9,142.5,95.0,142.5
10,95.0,237.5,237.5
11,190.0,190.0,190.0
12,190.0,190.0,190.0
13,95.0,95.0,95.0
14,95.0,0.0,0.0
15,0.0,0.0,0.0
16,47.5,95.0,95.0
17,237.5,237.5,237.5
18,332.5,332.5,332.5
19,332.5,332.5,332.5
20,142.5,142.5,142.5
21,0.0,0.0,0.0
22,0.0,0.0,0.0
23,0.0,0.0,0.0
24,0.0,0.0,0.0
25,0.0,0.0,0.0
26,0.0,0.0,0.0
27,0.0,0.0,0.0
28,0.0,0.0,0.0
29,0.0,0.0,0.0
30,0.0,0.0,0.0
31,0.0,0.0,0.0
32,0.0,0.0,0.0
33,0.0,0.0,0.0
34,0.0,0.0,0.0
35,190.0,190.0,190.0
36,190.0,190.0,190.0
37,95.0,95.0,95.0
38,0.0,0.0,0.0
39,0.0,0.0,0.0
40,47.5,95.0,95.0
41,237.5,237.5,237.5
42,332.5,332.5,332.5
43,332.5,332.5,332.5
44,332.5,332.5,332.5
45,142.5,142.5,142.5
46,0.0,0.0,0.0
47,95.0,47.5,47.5
48,0.0,0.0,0.0
49,0.0,0.0,0.0
50,0.0,0.0,0.0
51,0.0,0.0,0.0
52,0.0,0.0,0.0
53,0.0,0.0,0.0
54,0.0,0.0,0.0
55,0.0,0.0,0.0
56,95.0,332.5,237.5
57,190.0,237.5,285.0
58,190.0,190.0,190.0
59,190.0,190.0,190.0
60,190.0,190.0,190.0
61,190.0,95.0,190.0
62,95.0,95.0,95.0
63,95.0,0.0,0.0
64,0.0,0.0,0.0
65,47.5,95.0,47.5
66,142.5,142.5,142.5
67,142.5,142.5,142.5
68,142.5,142.5,142.5
69,142.5,142.5,142.5
70,95.0,0.0,0.0
71,47.5,0.0,0.0
72,0.0,0.0,0.0
73,0.0,0.0,0.0
74,0.0,0.0,0.0
75,0.0,0.0,0.0
76,0.0,0.0,0.0
77,0.0,0.0,0.0
78,0.0,0.0,0.0
79,0.0,0.0,0.0
80,0.0,0.0,0.0
81,95.0,95.0,95.0
82,190.0,190.0,190.0
83,190.0,190.0,190.0
84,190.0,190.0,190.0
85,190.0,95.0,190.0
86,95.0,0.0,0.0
87,0.0,0.0,0.0
88,0.0,0.0,0.0
89,0.0,0.0,0.0
90,95.0,95.0,142.5
91,142.5,142.5,142.5
92,237.5,237.5,237.5
93,237.5,332.5,332.5
94,142.5,142.5,142.5
95,142.5,237.5,142.5
96,47.5,47.5,0.0
97,0.0,0.0,0.0
98,0.0,0.0,0.0
99,0.0,0.0,0.0
100,0.0,0.0,0.0
101,0.0,0.0,0.0
102,0.0,0.0,0.0
103,0.0,0.0,0.0
104,0.0,0.0,0.0
105,95.0,95.0,95.0
106,190.0,190.0,190.0
107,190.0,190.0,190.0
108,190.0,190.0,190.0
109,190.0,190.0,190.0
110,190.0,190.0,190.0
111,95.0,95.0,95.0
112,0.0,47.5,142.5
113,95.0,142.5,142.5
114,142.5,142.5,142.5
115,142.5,142.5,142.5
116,142.5,142.5,142.5
117,142.5,142.5,95.0
118,142.5,95.0,47.5
119,47.5,0.0,0.0
120,0.0,0.0,0.0
121,47.5,0.0,0.0
122,0.0,0.0,0.0
123,0.0,0.0,0.0
124,0.0,0.0,0.0
125,0.0,0.0,0.0
126,0.0,0.0,0.0
127,0.0,0.0,0.0
128,0.0,0.0,0.0
129,0.0,0.0,0.0
130,190.0,95.0,190.0
131,190.0,190.0,190.0
132,190.0,190.0,190.0
133,190.0,190.0,190.0
134,95.0,95.0,95.0
135,95.0,0.0,0.0
136,0.0,0.0,0.0
137,0.0,0.0,0.0
138,190.0,237.5,237.5
139,237.5,332.5,237.5
140,142.5,237.5,237.5
141,142.5,142.5,142.5
142,142.5,142.5,142.5
143,142.5,142.5,142.5
144,0.0,0.0,0.0
145,0.0,0.0,0.0
146,0.0,0.0,0.0
147,0.0,0.0,0.0
148,0.0,0.0,0.0
149,0.0,0.0,0.0
150,0.0,0.0,0.0
151,0.0,0.0,0.0
152,237.5,237.5,237.5
153,285.0,332.5,332.5
154,190.0,190.0,190.0
155,190.0,190.0,190.0
156,190.0,190.0,190.0
157,95.0,95.0,95.0
158,0.0,0.0,0.0
159,0.0,0.0,0.0
160,0.0,0.0,0.0
161,47.5,47.5,47.5
162,142.5,142.5,142.5
163,237.5,237.5,237.5
164,237.5,237.5,237.5
165,142.5,95.0,95.0
166,0.0,0.0,0.0
167,0.0,0.0,0.0
168,0.0,0.0,0.0
169,0.0,0.0,0.0
170,0.0,0.0,0.0
171,0.0,0.0,0.0
172,0.0,0.0,0.0
173,0.0,0.0,0.0
174,0.0,0.0,0.0
175,0.0,0.0,0.0
176,0.0,0.0,0.0
177,0.0,95.0,0.0
178,95.0,190.0,190.0
179,190.0,190.0,190.0
180,190.0,190.0,190.0
181,95.0,95.0,95.0
182,0.0,0.0,0.0
183,0.0,0.0,0.0
184,0.0,0.0,0.0
185,47.5,47.5,47.5
186,237.5,142.5,142.5
187,332.5,332.5,332.5
188,332.5,332.5,332.5
189,237.5,142.5,237.5
190,95.0,95.0,95.0
191,142.5,142.5,142.5
192,0.0,0.0,0.0
