COA_SUB_HC,2010,2015,2020
1,121611.177,67561.765,0.0
2,116875.794,0.0,0.0
3,106019.853,0.0,0.0
4,121611.177,0.0,0.0
5,121611.177,0.0,0.0
6,121611.177,67561.765,0.0
7,121611.177,67561.765,0.0
8,121611.177,91423.265,0.0
9,121611.177,85004.588,0.0
10,121611.177,82550.647,0.0
11,121611.177,78053.529,0.0
12,121611.177,92849.971,0.0
13,121611.177,72624.618,0.0
14,121611.177,73099.294,0.0
15,121611.177,80235.382,0.0
16,121611.177,76950.735,0.0
17,121611.177,85169.059,0.0
18,121611.177,118912.265,0.0
19,121611.177,113206.382,0.0
20,121611.177,84951.382,0.0
21,121611.177,77855.382,0.0
22,121611.177,67561.765,0.0
23,121611.177,67561.765,0.0
24,121611.177,67561.765,0.0
25,42085.794,0.0,0.0
26,48644.471,0.0,0.0
27,48644.471,0.0,0.0
28,48644.471,0.0,0.0
29,48644.471,0.0,0.0
30,48644.471,0.0,0.0
31,48644.471,0.0,0.0
32,43552.941,0.0,0.0
33,41317.441,0.0,0.0
34,45495.823,0.0,0.0
35,46969.0,0.0,0.0
36,47610.853,0.0,0.0
37,41054.353,0.0,0.0
38,39507.5,0.0,0.0
39,41439.735,0.0,0.0
40,47785.5,0.0,0.0
41,48644.471,0.0,0.0
42,48644.471,0.0,0.0
43,48644.471,0.0,0.0
44,48644.471,0.0,0.0
45,48644.471,0.0,0.0
46,48223.059,0.0,0.0
47,46797.823,0.0,0.0
48,44370.706,0.0,0.0
49,121611.177,0.0,0.0
50,121611.177,0.0,0.0
51,117055.206,0.0,0.0
52,108849.5,0.0,0.0
53,116843.5,0.0,0.0
54,121611.177,0.0,0.0
55,102728.088,0.0,0.0
56,115091.059,0.0,0.0
57,117189.5,0.0,0.0
58,121611.177,0.0,0.0
59,119848.441,0.0,0.0
60,120320.794,0.0,0.0
61,104378.529,0.0,0.0
62,103997.647,0.0,0.0
63,107289.971,0.0,0.0
64,114826.206,0.0,0.0
65,121611.177,0.0,0.0
66,117251.265,0.0,0.0
67,121611.177,0.0,0.0
68,121611.177,0.0,0.0
69,121611.177,0.0,0.0
70,114891.647,0.0,0.0
71,106162.294,0.0,0.0
72,121611.177,0.0,0.0
73,43975.0,0.0,0.0
74,35115.382,0.0,0.0
75,39066.618,0.0,0.0
76,34844.059,0.0,0.0
77,34545.882,0.0,0.0
78,37683.735,0.0,0.0
79,38281.706,0.0,0.0
80,35291.353,0.0,0.0
81,37606.147,0.0,0.0
82,38544.529,0.0,0.0
83,38631.412,0.0,0.0
84,40072.823,0.0,0.0
85,32751.529,0.0,0.0
86,36313.618,0.0,0.0
87,36130.588,0.0,0.0
88,35767.912,0.0,0.0
89,38160.559,0.0,0.0
90,39485.323,0.0,0.0
91,44651.235,0.0,0.0
92,48644.471,0.0,0.0
93,48644.471,0.0,0.0
94,46077.794,0.0,0.0
95,47933.118,0.0,0.0
96,44214.323,0.0,0.0
97,124650.588,0.0,0.0
98,104108.588,0.0,0.0
99,96647.529,0.0,0.0
100,129280.0,0.0,0.0
101,133942.323,0.0,0.0
102,115285.794,0.0,0.0
103,134447.912,0.0,0.0
104,134447.912,0.0,0.0
105,134447.912,0.0,0.0
106,134447.912,0.0,0.0
107,134447.912,0.0,0.0
108,134447.912,0.0,0.0
109,134447.912,0.0,0.0
110,134447.912,0.0,0.0
111,134447.912,0.0,0.0
112,134447.912,0.0,0.0
113,134447.912,0.0,0.0
114,134447.912,0.0,0.0
115,134447.912,0.0,0.0
116,134447.912,0.0,0.0
117,134447.912,0.0,0.0
118,134447.912,0.0,0.0
119,134447.912,0.0,0.0
120,134447.912,0.0,0.0
121,35540.588,0.0,0.0
122,43855.029,0.0,0.0
123,47308.853,0.0,0.0
124,43648.0,0.0,0.0
125,42444.353,0.0,0.0
126,42191.647,0.0,0.0
127,43510.706,0.0,0.0
128,45884.265,0.0,0.0
129,42244.5,0.0,0.0
130,44375.882,0.0,0.0
131,45787.529,0.0,0.0
132,48064.765,0.0,0.0
133,43247.941,0.0,0.0
134,47308.853,0.0,0.0
135,46350.882,0.0,0.0
136,45085.235,0.0,0.0
137,34094.529,0.0,0.0
138,34137.618,0.0,0.0
139,38331.853,0.0,0.0
140,38408.588,0.0,0.0
141,37713.029,0.0,0.0
142,37910.088,0.0,0.0
143,37926.941,0.0,0.0
144,35004.618,0.0,0.0
145,121611.177,0.0,0.0
146,121611.177,0.0,0.0
147,121611.177,0.0,0.0
148,120872.853,0.0,0.0
149,121611.177,0.0,0.0
150,121611.177,0.0,0.0
151,121611.177,0.0,0.0
152,121611.177,67561.765,0.0
153,121611.177,67561.765,0.0
154,121611.177,67561.765,0.0
155,121611.177,67561.765,0.0
156,121611.177,67561.765,0.0
157,121611.177,67561.765,0.0
158,121611.177,67561.765,0.0
159,121611.177,67561.765,0.0
160,121611.177,67561.765,0.0
161,121611.177,67561.765,0.0
162,121611.177,67561.765,0.0
163,121611.177,67561.765,0.0
164,121611.177,67561.765,0.0
165,121611.177,67561.765,0.0
166,121611.177,0.0,0.0
167,121611.177,0.0,0.0
168,104835.647,0.0,0.0
169,48644.471,0.0,0.0
170,47888.853,0.0,0.0
171,43632.529,0.0,0.0
172,38644.088,0.0,0.0
173,38377.853,0.0,0.0
174,42524.323,0.0,0.0
175,45421.471,0.0,0.0
176,48644.471,0.0,0.0
177,48644.471,0.0,0.0
178,48644.471,0.0,0.0
179,48644.471,0.0,0.0
180,48644.471,0.0,0.0
181,44936.559,0.0,0.0
182,48292.206,0.0,0.0
183,48644.471,0.0,0.0
184,45926.147,0.0,0.0
185,48644.471,0.0,0.0
186,48644.471,0.0,0.0
187,48644.471,0.0,0.0
188,48644.471,0.0,0.0
189,48644.471,0.0,0.0
190,48644.471,0.0,0.0
191,48644.471,0.0,0.0
192,48644.471,0.0,0.0
COA_SC_HC,2010,2015,2020
1,0.0,0.0,0.0
2,0.0,0.0,0.0
3,0.0,0.0,0.0
4,0.0,0.0,0.0
5,0.0,0.0,0.0
6,0.0,0.0,0.0
7,0.0,0.0,0.0
8,0.0,0.0,0.0
9,0.0,0.0,0.0
10,0.0,0.0,0.0
11,0.0,0.0,0.0
12,0.0,0.0,0.0
13,0.0,0.0,0.0
14,0.0,0.0,0.0
15,0.0,0.0,0.0
16,0.0,0.0,0.0
17,0.0,0.0,0.0
18,0.0,0.0,0.0
19,0.0,0.0,0.0
20,0.0,0.0,0.0
21,0.0,0.0,0.0
22,0.0,0.0,0.0
23,0.0,0.0,0.0
24,0.0,0.0,0.0
25,0.0,0.0,0.0
26,0.0,0.0,0.0
27,0.0,0.0,0.0
28,0.0,0.0,0.0
29,0.0,0.0,0.0
30,0.0,0.0,0.0
31,0.0,0.0,0.0
32,0.0,0.0,0.0
33,0.0,0.0,0.0
34,0.0,0.0,0.0
35,0.0,0.0,0.0
36,0.0,0.0,0.0
37,0.0,0.0,0.0
38,0.0,0.0,0.0
39,0.0,0.0,0.0
40,0.0,0.0,0.0
41,0.0,0.0,0.0
42,0.0,0.0,0.0
43,0.0,0.0,0.0
44,0.0,0.0,0.0
45,0.0,0.0,0.0
46,0.0,0.0,0.0
47,0.0,0.0,0.0
48,0.0,0.0,0.0
49,0.0,0.0,0.0
50,0.0,0.0,0.0
51,0.0,0.0,0.0
52,0.0,0.0,0.0
53,0.0,0.0,0.0
54,0.0,0.0,0.0
55,0.0,0.0,0.0
56,0.0,0.0,0.0
57,0.0,0.0,0.0
58,0.0,0.0,0.0
59,0.0,0.0,0.0
60,0.0,0.0,0.0
61,0.0,0.0,0.0
62,0.0,0.0,0.0
63,0.0,0.0,0.0
64,0.0,0.0,0.0
65,0.0,0.0,0.0
66,0.0,0.0,0.0
67,0.0,0.0,0.0
68,0.0,0.0,0.0
69,0.0,0.0,0.0
70,0.0,0.0,0.0
71,0.0,0.0,0.0
72,0.0,0.0,0.0
73,0.0,0.0,0.0
74,0.0,0.0,0.0
75,0.0,0.0,0.0
76,0.0,0.0,0.0
77,0.0,0.0,0.0
78,0.0,0.0,0.0
79,0.0,0.0,0.0
80,0.0,0.0,0.0
81,0.0,0.0,0.0
82,0.0,0.0,0.0
83,0.0,0.0,0.0
84,0.0,0.0,0.0
85,0.0,0.0,0.0
86,0.0,0.0,0.0
87,0.0,0.0,0.0
88,0.0,0.0,0.0
89,0.0,0.0,0.0
90,0.0,0.0,0.0
91,0.0,0.0,0.0
92,0.0,0.0,0.0
93,0.0,0.0,0.0
94,0.0,0.0,0.0
95,0.0,0.0,0.0
96,0.0,0.0,0.0
97,0.0,0.0,0.0
98,0.0,0.0,0.0
99,0.0,0.0,0.0
100,0.0,0.0,0.0
101,0.0,0.0,0.0
102,0.0,0.0,0.0
103,0.0,0.0,0.0
104,0.0,0.0,0.0
105,0.0,0.0,0.0
106,0.0,0.0,0.0
107,0.0,0.0,0.0
108,0.0,0.0,0.0
109,0.0,0.0,0.0
110,0.0,0.0,0.0
111,0.0,0.0,0.0
112,0.0,0.0,0.0
113,0.0,0.0,0.0
114,0.0,0.0,0.0
115,0.0,0.0,0.0
116,0.0,0.0,0.0
117,0.0,0.0,0.0
118,0.0,0.0,0.0
119,0.0,0.0,0.0
120,0.0,0.0,0.0
121,0.0,0.0,0.0
122,0.0,0.0,0.0
123,0.0,0.0,0.0
